product_code,product_name_ro,pid_category,size_length,size_width,size_thickness,size_diameter,size_height,size_alloy,size_type,um1,um2,um1_to_um2,product_name_en,um_base,is_active,additional_info,cu_debitare,aliaj,densitate,size_roll_weight
61SEPGAZON21502000,SEPARATOR GAZON 2+/-0.5X150 MM,{0},,,,,,,,ML,BUC,1,,ML,n,SEPARATOR GAZON 2+/-0.5X150 MM,n,,,
46000220000004000440,BARA CUPRU D22X4000 MM CU-ETP R250,{0},,,,,,,,KG,,0,COPPER BARS CU-ETP R250 D22X4000 MM ,KG,n,BARA CUPRU D22X4000 MM CU-ETP R250,y,,,
2607000040300006360V,BARA PATRATA ALU 70X70X3000 MM 6082 T6 VAT,{0},,,,,,,,KG,ML,13.23,ALU SQUARE BARS 70X70X3000 MM 6082 T6,KG,n,BARA PATRATA ALU 70X70X3000 MM 6082 T6 VAT,n,,,
45000400010020000240,TEAVA CUPRU 40X1X2000 MM CU-DHP R250 EN12449,{0},,,,,,,,KG,,0,COPPER TUBES 40X1X2000 MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 40X1X2000 MM CU-DHP R250 EN12449,n,,,
45000150008060000240,TEAVA CUPRU 15X0.8X6000 MM CU-DHP R250 EN12449 ,{0},,,,,,,,KG,,0,COPPER TUBES 15X0.8X6000  MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 15X0.8X6000 MM CU-DHP R250 EN12449 ,n,,,
45000180015060000240,TEAVA CUPRU 18X1.5X6000 MM CU-DHP R250 EN12449 ,{0},,,,,,,,KG,,0,COPPER TUBES 18X1.5X6000 MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 18X1.5X6000 MM CU-DHP R250 EN12449 ,n,,,
45000630015060000240,TEAVA CUPRU 63X1.5X6000 MM CU-DHP R250 EN12449 ,{0},,,,,,,,KG,,0,COPPER TUBES 63X1.5X6000 MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 63X1.5X6000 MM CU-DHP R250 EN12449 ,n,,,
45000220010060000240,TEAVA CUPRU 22X1X6000 MM CU-DHP R250 EN12449 ,{0},,,,,,,,KG,,0,COPPER TUBES 22X1X6000 MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 22X1X6000 MM CU-DHP R250 EN12449 ,n,,,
45000280010015000240,TEAVA CUPRU 28X1X1500 MM CU-DHP R250 EN12449 ,{0},,,,,,,,KG,ML,0.7579,COPPER TUBES 28X1X1500 MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 28X1X1500 MM CU-DHP R250 EN12449 ,n,,,
45000280010017500240,TEAVA CUPRU 28X1X1750 MM CU-DHP R250 EN12449 ,{0},,,,,,,,KG,,0,COPPER TUBES 28X1X1750 MM CU-DHP R250 EN12449 ,KG,n,TEAVA CUPRU 28X1X1750 MM CU-DHP R250 EN12449 ,n,,,
27030003060000061501,BARA LATA ALU  30X3X6000 MM 6060 T66,{0},,,,,,,,KG,,0,ALU FLAT BARS 30X3X6000 MM 6060 T66,KG,n,BARA LATA ALU  30X3X6000 MM 6060 T66,n,,,
27080030055000061500,BARA LATA ALU  80X30X5500 MM 6060 T6,{0},,,,,,,,KG,,0,ALU FLAT BARS 80X30X5500 MM 6060 T6,KG,n,BARA LATA ALU  80X30X5500 MM 6060 T6,n,,,
27080060055000061500,BARA LATA ALU  80X60X5500 MM 6060 T6,{0},,,,,,,,KG,,0,ALU FLAT BARS 80X60X5500 MM 6060 T6,KG,n,BARA LATA ALU  80X60X5500 MM 6060 T6,n,,,
27050002055600061500,BARA LATA ALU 50X2X5660 MM 6060 T6,{0},,,,,,,,KG,,0,AL FLAT BARS 50X2X5660 MM 6060 T6,KG,n,BARA LATA ALU 50X2X5660 MM 6060 T6,n,,,
24040030040600061500,TEAVA RECTANG. ALU 40x30x4x6000 MM 6060  T6,{0},,,,,,,,KG,ML,1.3392,ALU RECT. TUBES 40X30X4X6000 MM 6060 T6,KG,n,TEAVA RECTANG. ALU 40x30x4x6000 MM 6060  T6,n,,,
717JGEAB402M,JGHEAB ZINC 40 - 2M ,{0},,,,,,,,BUC,,0,,BUC,n,JGHEAB ZINC 40 - 2M ,n,,,
717JGEAB404M,JGHEAB ZINC 40 - 4M ,{0},,,,,,,,BUC,,0,,BUC,n,JGHEAB ZINC 40 - 4M ,n,,,
717ELEMENTCAPAT40,ELEMENT CAPAT ZINC 40,{0},,,,,,,,BUC,,0,,BUC,n,ELEMENT CAPAT ZINC 40,n,,,
32210001000300000240,TABLA  ALAMA CUZN39PB2 10X1000x3000 MM ,{0},,,,,,,,KG,,0,BRASS SHEETS CUZN39PB2 10 X1000x3000 MM,KG,n,TABLA  ALAMA CUZN39PB2 10X1000x3000 MM ,n,,,
717JGHZAMBZNAT400192,"JGHEAB SEMICIRCULAR 400(192)MM, 4 ML, TITAN-ZINC NATURAL              ",{0},,,,,,,,BUC,ML,1,,BUC,n,"JGHEAB SEMICIRCULAR 400(192)MM, 4 ML, TITAN-ZINC NATURAL                     ",n,,,
717BURZAMBZNNAT120,"BURLAN D120 MM, 3 ML, TITAN-ZINC NATURAL",{0},,,,,,,,BUC,,0,,BUC,n,"BURLAN D120 MM, 3 ML, TITAN-ZINC NATURAL",n,,,
717COTBURZAMZNNAT120,"COT BURLAN D120 MM, 72 GRADE, TITAN-ZINC NATURAL",{0},,,,,,,,BUC,,0,,BUC,n,"COT BURLAN D120 MM, 72 GRADE, TITAN-ZINC NATURAL",n,,,
717CARLJGEAZAMNAT400,"CARLIG LUNG JGHEAB SEMICIRC. 400(192)MM ZAMBELLI, ZINCAT",{0},,,,,,,,BUC,,0,,BUC,n,"CARLIG LUNG JGHEAB SEMICIRC. 400(192)MM ZAMBELLI, ZINCAT",n,,,
717COLEXTJZAMBNAT400,COLTAR EXTERIOR JGHEAB SEMICIRC. 400(192)MM  TITAN-ZINC NATURAL,{0},,,,,,,,BUC,KG,1,,BUC,n,COLTAR EXTERIOR JGHEAB SEMICIRC. 400(192)MM  TITAN-ZINC NATURAL,n,,,
717BRATBURZAMBNAT120,BRATARA BURLAN  D120 MM TITAN-ZINC NATURAL +SURUB ZINCAT ,{0},,,,,,,,BUC,,0,,BUC,n,BRATARA BURLAN  D120 MM TITAN-ZINC NATURAL +SURUB ZINCAT ,n,,,
717COLINJZAMBNAT400,COLTAR INTERIOR JGHEAB SEMICIRC. 400(192)MM  TITAN-ZINC NATURAL,{0},,,,,,,,BUC,,0,,BUC,n,COLTAR INTERIOR JGHEAB SEMICIRC. 400(192)MM  TITAN-ZINC NATURAL,n,,,
41108005003000201240,BANDA CUPRU CU-DHP R240 1/2 T 0.8X500 MM 100 KG/RULOU ,{0},,,,,,,,KG,M2,7.152,COPPER STRIPS CU-DHP 1/2 HARD 0.8 X 500 MM  100kg/coil,KG,n,BANDA CUPRU CU-DHP R240 1/2 T 0.8X500 MM 100 KG/RULOU ,n,,,
41104003353000201240,BANDA CUPRU CU-DHP R240 0.4x335 MM 100 KG/RULOU,{0},,,,,,,,KG,M2,3.35,COPPER STRIPS CU-DHP R240 0.4 X 335 MM 100 kg/coil,KG,n,BANDA CUPRU CU-DHP R240 0.4x335 MM 100 KG/RULOU,n,,,
P0411050100000001241,BANDA CUPRU CU-DHP R240 1/2 T 0.5X1000 MM 100 KG/RULOU ,{0},,,,,,,,KG,M2,4.45,COPPER STRIPS CU-DHP R240 0.5X1000 MM 100 KG/COIL,KG,n,BANDA CUPRU CU-DHP R240 1/2 T 0.5X1000 MM 100 KG/RULOU ,n,,,
P0411040100000001241,BANDA CUPRU CU-DHP R240 1/2 T 0.4X1000 MM 100 KG/RULOU ,{0},,,,,,,,KG,M2,3.5,COPPER STRIPS CU-DHP R240 0.4X1000 MM 100 KG/COIL,KG,n,BANDA CUPRU CU-DHP R240 1/2 T 0.4X1000 MM 100 KG/RULOU ,n,,,
32200801219243840142,"TABLA ALAMA CUZN37 R350 0,8x1219,2x2438,4 MM FOLIE 1 PARTE ",{0},,,,,,,,KG,,0,"BRASS SHEETS CUZN37 R350 0,8 x1219,2x2438,4 MM ONE SIDE BLUE PROTECTION",KG,n,"TABLA ALAMA CUZN37 R350 0,8x1219,2x2438,4 MM FOLIE 1 PARTE ",n,,,
717CARLIGJGHEAB40,CARLIG LUNG JGHEAB ZINCAT  40 MM (150 MM),{0},,,,,,,,BUC,,0,,BUC,n,CARLIG LUNG JGHEAB ZINCAT  40 MM (150 MM),n,,,
36000100000003000241,BARA ALAMA D10X3000 MM CUZN39PB3 R430 h9,{0},,,,,,,,KG,,0,BRASS ROUND BARS D10X3000 MM CUZN39PB3 R430 h9,KG,n,BARA ALAMA D10X3000 MM CUZN39PB3 R430 h9,y,,,
48700320017030502241,BARA LATA ALU-BRONZ CUAL10NI5FE5 32X17X1000 MM,{0},,,,,,,,KG,,0,ALU-BRONZE FLAT BARS CUAL10NI5FE5 32X17X1000 MM ,KG,n,BARA LATA ALU-BRONZ CUAL10NI5FE5 32X17X1000 MM,n,,,
35000180010040000140,TEAVA ALAMA CUZN37 F37 D18X1X4000 MM ,{0},,,,,,,,KG,,0,BRASS ROUND TUBES D18X1X4000 MM CUZN37 F37,KG,n,TEAVA ALAMA CUZN37 F37 D18X1X4000 MM ,n,,,
41103006000000201241,BANDA CUPRU CW008A CU-OF R200 0.3X60 MM EN13599:2014,{0},,,,,,,,KG,,0,COPPER STRIPS CW008A CU-OF R200 0.3X60 MM EN13599:2014 ,KG,n,BANDA CUPRU CW008A CU-OF R200 0.3X60 MM EN13599:2014,n,,,
1512100010002000PB99,TABLA PLUMB 99.94 10X1000X2000 MM EN12588 ,{0},,,,,,,,KG,,0,LEAD PLATE 99.94 10X1000X2000 MM EN12588 ,KG,n,TABLA PLUMB 99.94 10X1000X2000 MM EN12588 ,n,,,
46000550000003000440,BARA CUPRU D55X3000 MM CU-ETP R250 ,{0},,,,,,,,KG,,0,COPPER ROUND BARS D55X3000 MM CU-ETP R250,KG,n,BARA CUPRU D55X3000 MM CU-ETP R250 ,y,,,
25140015000500061500,TEAVA ALU D 140X15X4700 MM 6082 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES 140X15X4700 MM 6082 T6,KG,n,TEAVA ALU D 140X15X4700 MM 6082 T6,n,,,
36000130000003000242,BARA ALAMA D13X3000 MM CUZN39PB3 R500 h9,{0},,,,,,,,KG,,0,BRASS ROUND BARS D13X3000 MM CUZN39PB3 R500 h9,KG,n,BARA ALAMA D13X3000 MM CUZN39PB3 R500 h9,y,,,
43001580150003002140,TEAVA BRONZ D158X202x3000 MM CUSN12,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D158X150X3000 MM CUSN12 - C-GC,KG,n,TEAVA BRONZ D158X202x3000 MM CUSN12,n,,,
43000710019003002040,TEAVA BRONZ D71X19X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D71X19X3000 MM CUSN7ZN4PB7-C,KG,n,TEAVA BRONZ D71X19X3000 MM CUSN7ZN4PB7-C-GC,n,,,
48700620047003002241,PLACA ALU-BRONZE 62X47 MM CUAL10FE5NI5-C,{0},,,,,,,,KG,,0,BRONZE PLATE CUAL10FE5NI5-C 62X47X3050 MM,KG,n,PLACA ALU-BRONZE 62X47 MM CUAL10FE5NI5-C,n,,,
43000710034003002040,TEAVA BRONZ D71X34X3000 MM CUSN7ZN4PB7-C,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D71X34X3000 MM CUSN7ZN4PB7-C,KG,n,TEAVA BRONZ D71X34X3000 MM CUSN7ZN4PB7-C,n,,,
36000120006003000241,BARA HEXA ALAMA CUZN40PB2 R430 12X3000 MM ,{0},,,,,,,,KG,,0,BRASS HEXAG BARS 12X3000 MM CUZN40PB2 R430,KG,n,BARA HEXA ALAMA CUZN40PB2 R430 12X3000 MM ,n,,,
717SETELEMSISPLUVIAL,SET ELEMENTE SISTEM PLUVIAL KJG 8 BUCATI,{0},,,,,,,,BUC,,0,,BUC,n,SET ELEMENTE SISTEM PLUVIAL KJG 8 BUCATI,n,,,
48000920040003002040,BARA PATRATA BRONZ 92X92X3000MM CUSN7ZN4PB7-C-GC ,{0},,,,,,,,KG,ML,75.3296,BRONZE SQUARE BARS 92X92X3000 MM CUSN7ZN4PB7-C-GC ,KG,n,BARA PATRATA BRONZ 92X92X3000MM CUSN7ZN4PB7-C-GC ,n,,,
12606105715PF,PLACA DEBITATA 6061 T651 57.15 MM,{0},,,,,,,,KG,BUC,1,"AL CUT PLATE 6061 T651 57,15 MM",KG,n,PLACA DEBITATA 6061 T651 57.15 MM,n,,,
23020010020600061500,PROFIL ALU U 10X20X10X2X6000 MM 6060  T6,{0},,,,,,,,KG,ML,0.2484,ALU U PROFILES 10X20X10X2X6000 MM 6060 T6,KG,n,PROFIL ALU U 10X20X10X2X6000 MM 6060  T6,n,,,
47000300040000001542,BARA LATA CUPRU CU-ETP R250 30X4 MM 50ML/ROLA ,{0},,,,,,,,KG,,0,COPPER FLAT BARS CU-ETP R250 30X4x COIL of 50 METERS each,KG,n,BARA LATA CUPRU CU-ETP R250 30X4 MM 50ML/ROLA ,n,,,
48000800000005002041,BARA BRONZ D80X3000 MM CUSN8P,{0},,,,,,,,KG,,0,BRONZE ROUND BARS CUSN8P  80X3000 MM,KG,n,BARA BRONZ D80X3000 MM CUSN8P,y,,,
43002020098003002041,TEAVA BRONZ D202X98X3000 MM CUSN7ZNPB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES 202X98X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D202X98X3000 MM CUSN7ZNPB7-C-GC,n,,,
43001620128003002040,TEAVA BRONZ D162X128X3000 MMCUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D162X128X3000 MM CUSN7ZN4PB7-C ,KG,n,TEAVA BRONZ D162X128X3000 MMCUSN7ZN4PB7-C-GC,n,,,
32201501000200000143,TABLA ALAMA CUZN37 R350 1.5X1000X2000 MM  LASER FOL.1 PARTE,{0},,,,,,,,KG,,0,BRASS SHEETS CUZN37 R350 1.5X1000X2000 MM ONE SIDE LASER FOIL,KG,n,TABLA ALAMA CUZN37 R350 1.5X1000X2000 MM  LASER FOL.1 PARTE,n,,,
42100200660200000240,TABLA CUPRU CU-DHP R200 1/2 T 0.2X660X2000 MM,{0},,,,,,,,KG,,0,COPPER SHEETS CU-DHP R200 0.2X660X2000 MM ,KG,n,TABLA CUPRU CU-DHP R200 1/2 T 0.2X660X2000 MM,n,,,
31101500034000005140,"BANDA ALAMA CUZN37 R350 34(+0,5)x1,5(+/-0,035)",{0},,,,,,,,KG,,0,"BRASS STRIPS 34(+0,5)x1,5(+/-0,035) CuZn37 R350 H095",KG,n,"BANDA ALAMA CUZN37 R350 34(+0,5)x1,5(+/-0,035)",n,,,
804203,DESEU CUPRU STANAT CU-ETP ,{0},,,,,,,,KG,,0,,KG,n,DESEU CUPRU STANAT CU-ETP ,n,,,
717CONBURZAMBELI100,CONECTOR  BURLAN ZAMBELLI D100 MM CUPRU ,{0},,,,,,,,BUC,,0,,BUC,n,CONECTOR  BURLAN ZAMBELLI D100 MM CUPRU ,n,,,
48700750037003002140,PLACA BRONZ 75X37X390 MM CUSN12-C,{0},,,,,,,,KG,,0,BRONZE PLATE 75X37X390 MM CUSN12-C,KG,n,PLACA BRONZ 75X37X390 MM CUSN12-C,n,,,
31102000900000005140,BANDA ALAMA CUZN37 R350 2X90 MM,{0},,,,,,,,KG,,0,BRASS STRIPS CUZN37 R350 2X90 MM ,KG,n,BANDA ALAMA CUZN37 R350 2X90 MM,n,,,
48700420022003002040,BARA LATA BRONZ 42X22X3050 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRASS FLAT BARS 42X22X3050 MM CUSN7,KG,n,BARA LATA BRONZ 42X22X3050 MM CUSN7ZN4PB7-C-GC,n,,,
21030030020600061510,CORNIER ALU 30X30X2X6000  MM 6063 T66,{0},,,,,,,,KG,,0,ALU L PROFILES 30X30X2X6000 MM6063 T66,KG,n,CORNIER ALU 30X30X2X6000  MM 6063 T66,n,,,
21040020020600061510,CORNIER ALU  40X20X2X6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU L PROFILES 40X20X2X6000 MM 6063 T66,KG,n,CORNIER ALU  40X20X2X6000 MM 6063 T66,n,,,
21050050020600061510,CORNIER ALU 50X50X2X6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU L PROFILES 50X50X2X6000 MM 6063 T66,KG,n,CORNIER ALU 50X50X2X6000 MM 6063 T66,n,,,
21050050030600061510,CORNIER ALU 50X50X3X6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU L PROFILES 50X50X3X6000 MM 6063 T66,KG,n,CORNIER ALU 50X50X3X6000 MM 6063 T66,n,,,
21060040020600061510,CORNIER ALU  60X40X2X6000 MM 6063  T66,{0},,,,,,,,KG,,0,ALU L PROFILES 60X40X2X6000 MM 6063 T66,KG,n,CORNIER ALU  60X40X2X6000 MM 6063  T66,n,,,
21060060020600061510,CORNIER ALU  60X60X2X6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU L PROFILES 60X60X2X6000 MM 6063 T66,KG,n,CORNIER ALU  60X60X2X6000 MM 6063 T66,n,,,
21080040020600061510,CORNIER ALU 80X40X2X6000 MM 6063  T66,{0},,,,,,,,KG,,0,ALU L PROFILES 80X40X2X6000 MM 6063 T66,KG,n,CORNIER ALU 80X40X2X6000 MM 6063  T66,n,,,
21150075080600061510,CORNIER ALU 150X75X8X6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU L PROFILES 150X75X8X6000 MM 6063 T66,KG,n,CORNIER ALU 150X75X8X6000 MM 6063 T66,n,,,
23050050030370061510,PROFIL ALU U 50X50X50X3X3700 MM 6063 T66,{0},,,,,,,,KG,,0,ALU U PROFILES 50X50X50X3X3700 MM 6063 T66,KG,n,PROFIL ALU U 50X50X50X3X3700 MM 6063 T66,n,,,
24040020020600061510,TEAVA RECTANG. ALU 40x20x2x6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU RECT. TUBES 40X20X2X6000 MM 6063 T66,KG,n,TEAVA RECTANG. ALU 40x20x2x6000 MM 6063 T66,n,,,
24050030020600061510,TEAVA RECTANG. ALU 50X30x2x6000 MM 6063  T66,{0},,,,,,,,KG,ML,0.8208,ALU RECT. TUBES 50X30X2X6000 MM 6063 T66,KG,n,TEAVA RECTANG. ALU 50X30x2x6000 MM 6063  T66,n,,,
24080020020600061510,TEAVA RECTANG. ALU 80x20x2x6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU RECT. TUBES 80X20X2X6000 MM6063 T66,KG,n,TEAVA RECTANG. ALU 80x20x2x6000 MM 6063 T66,n,,,
48000320000003002241,BARA ALU-BRONZ D32X3000 MM CuAl10Fe3Mn2EXTRUDAT,{0},,,,,,,,KG,,0,BRONZE ROUND BARS D32X3000 MM CuAl10Fe3Mn2 gepresst,KG,n,BARA ALU-BRONZ D32X3000 MM CuAl10Fe3Mn2EXTRUDAT,y,,,
48000420000003002241,BARA ALU-BRONZ D42X3000 MM CuAl10Fe3Mn2,{0},,,,,,,,KG,,0,BRONZE ROUND BARS D42X3000 MMCuAl10Fe3Mn2 gepresst,KG,n,BARA ALU-BRONZ D42X3000 MM CuAl10Fe3Mn2,y,,,
48000900000003002241,BARA ALU-BRONZ D90X3000 MM CuAl10Fe3Mn2EXTRUDAT,{0},,,,,,,,KG,,0,BRONZE ROUND BARS D90X3000 MMCuAl10Fe3Mn2 gepresst,KG,n,BARA ALU-BRONZ D90X3000 MM CuAl10Fe3Mn2EXTRUDAT,y,,,
12010100100000001540,TABLA  ALUMINIU 1050 H24 GROS.1.0 MM DIF. FORMATE,{0},,,,,,,,KG,,0,AL SHEETS 1050 H24 1X1500x4000 MM,KG,n,TABLA  ALUMINIU 1050 H24 GROS.1.0 MM DIF. FORMATE,n,,,
37000500303003000240,BARA LATA ALAMA 50X3X3000 MM CUZN39PB3 M,{0},,,,,,,,KG,,0,BRASS FLAT BARS 50X3X3000 MM CUZN39PB3 M,KG,n,BARA LATA ALAMA 50X3X3000 MM CUZN39PB3 M,n,,,
12010150125025001542,TABLA ALUMINIU 1050 H24 1.5X1250X2500 MM FOL 2 PARTI,{0},,,,,,,,KG,,0,AL. SHEETS 1.5X1250X2500 MM 1050 H24 PROT.FOIL 50 Y TWO SIDE,KG,n,TABLA ALUMINIU 1050 H24 1.5X1250X2500 MM FOL 2 PARTI,n,,,
27030008030000061500,BARA LATA ALU  30X8X6000 MM 6063 T6,{0},,,,,,,,KG,,0,ALU FLAT BARS 30X8X3000 MM 6063 T6,KG,n,BARA LATA ALU  30X8X6000 MM 6063 T6,n,,,
12606110000PF,PLACA DEBITATA 6061 T651 100 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 6061 T651 100 MM,KG,n,PLACA DEBITATA 6061 T651 100 MM,n,,,
3965038BANDMICROPERF,"BANDA AL MICROPERFORATII 38 MM, 33ML",{0},,,,,,,,BUC,,0,,BUC,n,"BANDA AL MICROPERFORATII 38 MM, 33ML",n,,,
26090000003000061520,BARA ALU D 90X3000 MM 6060 T6,{0},,,,,,,,KG,ML,17.168,ALU ROUND BARS 90X3000 MM 6060 T6,KG,n,BARA ALU D 90X3000 MM 6060 T6,y,,,
22120060030600061500,PROFIL ALU T 120X60X3X6000 MM 6063 T66,{0},,,,,,,,KG,,0,ALU T PROFILES 120X60X3X6000 MM 6063 T66,KG,n,PROFIL ALU T 120X60X3X6000 MM 6063 T66,n,,,
12910120100020001560,TABLA  AL STRIATA 1050 H244 1.2X1000X2000 MM,{0},,,,,,,,KG,BUC,6.4,AL. TREAD SHEETS QUINTETT 1050 H244 1.2X1000X2000 MM,KG,n,TABLA  AL STRIATA 1050 H244 1.2X1000X2000 MM,n,,,
4700020005002000154S,BARA LATA CUPRU STANAT CU-ETP  1/2 T  20X5X2000 MM,{0},,,,,,,,KG,ML,0.894,COPPER FLAT BARSSTANAT CU-ETP  1/2 T  20X5X2000 MM,KG,n,BARA LATA CUPRU STANAT CU-ETP  1/2 T  20X5X2000 MM,n,,,
717JGHEABELSLATE400S,"JGHEAB SEMICIRCULAR 400(190) MM, 0.70 MM, 3 ML  ELZINC SLATE",{0},,,,,,,,ML,,0,HALF TOUND GUTTER 400/0.70 MM 3MLELZINC SLATE,ML,n,"JGHEAB SEMICIRCULAR 400(190) MM, 0.70 MM, 3 ML  ELZINC SLATE",n,,,
717CARLIGELZINCS254,"CARLIG LUNG SEMICIRCULAR 25X4 MM, 400(190) MM ELZINC SLATE",{0},,,,,,,,BUC,,0,LONG HALF ROUND GUTTER BRACKET 2 CLIPS 25X4 MM400 MM ELZINC SLATE,BUC,n,"CARLIG LUNG SEMICIRCULAR 25X4 MM, 400(190) MM ELZINC SLATE",n,,,
717CAPACELZSLATE400S,CAPAC JGHEAB SEMICIRCULAR 400 MM (190 MM)ELZINC SLATE,{0},,,,,,,,BUC,,0,HALF ROUND STOP END 400 MMELZINC SLATE,BUC,n,CAPAC JGHEAB SEMICIRCULAR 400 MM (190 MM)ELZINC SLATE,n,,,
717COTBUR72120SLATE,COT BURLAN ElZinc SLATE 72 GRADE D120,{0},,,,,,,,BUC,,0,elZinc SLATERound Elbow 72 degrees  120 ,BUC,n,COT BURLAN ElZinc SLATE 72 GRADE D120,n,,,
717BRATD120SLATE,BRATARA BURLAN D120 MM ELZINC SLATE,{0},,,,,,,,BUC,,0,ROUND DOWPIPE BRACKET 120 ELZINC SLATE,BUC,n,BRATARA BURLAN D120 MM ELZINC SLATE,n,,,
717RACORDSLATE333120,RACORD 400 MM (190 MM)/120 MM ELZINC SLATE,{0},,,,,,,,BUC,,0,HALF ROUND UNIVERSAL OUTLET 400/120MM ELZINC SLATE,BUC,n,RACORD 400 MM (190 MM)/120 MM ELZINC SLATE,n,,,
717COLINT400SLATE120,COLTAR INTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE,{0},,,,,,,,BUC,,0,INTERNAL HALF ROUND GUTTER CORNER 400 MMELZINC SLATE ,BUC,n,COLTAR INTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE,n,,,
717COLEXT400SLATE120,COLTAR EXTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE,{0},,,,,,,,BUC,,0,EXTERNAL HALF ROUND GUTTER CORNER 400ELZINC SLATE ,BUC,n,COLTAR EXTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE,n,,,
120PP5083020FREZAT1P,TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 20 MM,{0},,,,,,,,KG,BUC,1,1 SIDE PREC. MACH. CAST AL PLATE 5083 20 MM,KG,n,TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 20 MM,y,PP5083F1,,
120PP5083020PFF1,PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 20 MM,{0},,,,,,,,KG,BUC,1,1 SIDE PREC. MACH. CAST AL PLATE 5083 20 MM,KG,n,PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 20 MM,n,,,
120PP5083010FREZAT1P,TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 10 MM,{0},,,,,,,,KG,BUC,1,1 SIDE PREC. MACH. CAST AL PLATE 5083 10 MM,KG,n,TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 10 MM,y,PP5083F1,,
120PP5083010PFF1,PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 10 MM,{0},,,,,,,,KG,BUC,1,1 SIDE PREC. MACH. CAST AL PLATE 5083 10 MM,KG,n,PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 10 MM,n,,,
120PP5083030FREZAT1P,TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 30 MM,{0},,,,,,,,KG,BUC,1,1 SIDE PREC. MACH. CAST AL PLATE 5083 30 MM,KG,n,TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 30 MM,y,PP5083F1,,
120PP5083030PFF1,PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 30 MM,{0},,,,,,,,KG,BUC,1,1 SIDE PREC. MACH. CAST AL PLATE 5083 30 MM,KG,n,PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 30 MM,n,,,
45000250015030000240,TEAVA CUPRU D25X1.5X3000 MM CU-DHP R250,{0},,,,,,,,KG,ML,0.9895,COPPER ROUND TUBES CU-DHP R250 25X1.5X3000 MM,KG,n,TEAVA CUPRU D25X1.5X3000 MM CU-DHP R250,n,,,
27120015003000063600,BARA LATA ALU  120X15X3000XMM 6082 T6,{0},,,,,,,,KG,,0,ALU FLAT BARS 120X15X3000 MM 6082 T6,KG,n,BARA LATA ALU  120X15X3000XMM 6082 T6,n,,,
46CUCRZR461100003000,BARA D110 MM CUCR1ZR,{0},,,,,,,,KG,,0,BRONZE BARS CUCR1ZR D110 MM,KG,n,BARA D110 MM CUCR1ZR,y,,,
717RAMIFICATYBUR100N,RAMIFICATIE Y BURLAN D100/100 MM TITAN-ZINC NATURAL,{0},,,,,,,,BUC,,0,,BUC,n,RAMIFICATIE Y BURLAN D100/100 MM TITAN-ZINC NATURAL,n,,,
717SITAFRUNZBUR100OG,"SITA FRUNZE BURLAN D100 MM, OTEL GALVANIZAT",{0},,,,,,,,BUC,,0,,BUC,n,"SITA FRUNZE BURLAN D100 MM, OTEL GALVANIZAT",n,,,
70701,CERTIFICAT DE CALITATE,{0},,,,,,,,BUC,,0,,BUC,n,CERTIFICAT DE CALITATE,n,,,
